Band Material,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
,,Fixed,,,45mm ,Titanium & White Gold,Round,11.96mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,30m/100ft,https://www.prestigetime.com/Girard-Perregaux-Laureato-Tourbillon-Automatic-45mm-99105-41-232-bb6a.html
,,,,,39mm ,18kt Rose Gold,Round,13.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Ivory,,,,No,30m/99ft,https://www.prestigetime.com/item/Jaquet-Droz/Grande-Seconde-Tourbillon-39mm/j013013200.html
,,,,,37.2mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Patek-Philippe/Grand-Complications-Perpetual-Calendar/5140r-011.html
,,,,,37.2mm ,18kt White Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Patek-Philippe/Grand-Complications-Perpetual-Calendar/5140g-001.html
,,Fixed,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Automatic-42mm/542.ox.9010.ox.3704.html
Alligator/Crocodile Leather,,Fixed,,Transparent,41mm ,Platinum,Round,13.1mm,Tang Buckle,Black,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Datograph-Up-Down-41mm/405.035.html
,,Fixed,,,43mm ,18kt Rose Gold,Round,13.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/165ft,https://www.prestigetime.com/Jaeger-LeCoultre-Master-Grande-Tradition-Tourbillon-43-1662451.html
,,,,,43mm ,18kt Rose Gold,Round,13.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Ivory,Limited Edition,,,No,30m/99ft,https://www.prestigetime.com/item/Jaquet-Droz/Grande-Seconde-Tourbillon-43mm/j013033200.html
,,,,,43mm ,18kt White Gold,Round,13.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,,,No,30m/99ft,https://www.prestigetime.com/item/Jaquet-Droz/Grande-Seconde-Tourbillon-43mm/j013034240.html
,,,,,42mm ,18kt White Gold,Round,11.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,Limited Edition,,,No,50m/150ft,https://www.prestigetime.com/Jaeger-LeCoultre-Master-Grande-Tradition-Perpetual-Calendar-Skeleton-8-Days-5063540.html
,,Fixed,,,45mm ,Ceramic,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,Limited Edition,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.cm.0140.lr.html
,,,,,38mm ,18kt Yellow Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/100ft,https://www.prestigetime.com/item/Patek-Philippe/Grand-Complications-Perpetual-Calendar/5159j-001.html
,,,,,42mm ,Platinum,Round,13.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/Jaeger-LeCoultre-Master-Grande-Tradition-Tourbillon-Cylindrique-5086420.html
,,,,,38mm ,18kt Rose Gold,Round,7.12mm,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,No,30m/99ft,https://www.prestigetime.com/item/Vacheron-Constantin/Traditionnelle-Manual-Wind-38mm/81575%7Ev02r-9275.html
,,,,,36mm ,18kt Yellow Gold,Round,8.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Manual-Wind/3357ba%7E12%7E986.html
Alligator/Crocodile Leather,,Fixed,,Transparent,38.5mm ,Platinum,Round,10.2mm,Tang Buckle,Black,Moonphase,New/Unworn,Scratch Resistant Sapphire,Rhodium,,,Automatic,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Langematik-Perpetual-38-5mm/310.025.html
,,,,,36mm ,18kt Rose Gold,Round,8.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Manual-Wind/3357br%7E12%7E986.html
,,,,,36mm ,18kt White Gold,Round,8.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Manual-Wind/3357bb%7E12%7E986.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Automatic-45mm/511.ox.9010.ox.3704.html
,,Fixed,,,44mm ,18kt Rose Gold,Round,14.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,No,100m/330ft,https://www.prestigetime.com/item/Hublot/Big-Bang-Chronograph-44mm/301.pc.3180.pc.3704.html
,,Fixed,,,46mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue Mother of Pearl,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Moonstruck/1062-113.html
,,,,,42mm ,18kt White Gold,Round,11.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,Limited Edition,,,No,50m/150ft,https://www.prestigetime.com/item/Jaeger-LeCoultre/Master-Grande-Tradition-Perpetual-Calendar-Skeleton-8-Days/50635sq.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,Yes,100m/330ft,https://www.prestigetime.com/Hublot-Big-Bang-UNICO-45mm-411-ox-1180-ox-3704.html
,,Uni-Directional Rotating,,,48mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,300m/1000ft,https://www.prestigetime.com/item/Hublot/Big-Bang-King-48mm/322.px.1023.rx.0900.html
,,,,,41mm ,18kt Rose Gold,Round,9.1mm,,,,New/Unworn,Scratch Resistant Sapphire,White,Limited Edition,,,No,20m/60ft,https://www.prestigetime.com/item/Audemars-Piguet/Jules-Audemars-Perpetual-Calendar/26391or.oo.d088cr.01_Dragon.html
,,,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-42mm/6106-103%7Ee2.html
,,,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-42mm/6106-103%7Ee3.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.nx.0170.lr.1904.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,13.23mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/item/Jaquet-Droz/SW-Tourbillon/j030033240.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,Limited Edition,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.ox.0180.lr.html
,,Fixed,,,42mm ,Platinum,Round,14.3mm,,,,New/Unworn,Hesalite,Black,Limited Edition,,,No,50m/165ft.,https://www.prestigetime.com/item/Omega/Speedmaster-Professional-Moonwatch-42mm/311.90.42.30.01.001_Apollo_11.html
,,,,,42mm ,18kt Rose Gold,Round,11.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Carrousel-42mm/66228-3642-55b.html
,,Fixed,,,38mm ,18kt White Gold,Round,10.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Blancpain/Villeret-Tourbillon-8-Day-Power-Reserve-/6025-1542-55b.html
,,Fixed,,,38mm ,18kt Rose Gold,Round,10.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Blancpain/Villeret-Tourbillon-8-Day-Power-Reserve-/6025-3642-55b.html
,,Fixed,,,40mm ,18kt Rose Gold,Round,13.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Glashutte-Original/PanoLunar-Tourbillon/93-02-05-05-04.html
,,,,,40mm ,18kt Rose Gold,Round,9.65mm,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Messidor/5335br%7E42%7E9w6.html
Alligator/Crocodile Leather,,Fixed,,Transparent,44.2mm ,18kt White Gold,Round,13.1mm,Tang Buckle,Black,Power Reserve Indicator,New/Unworn,Scratch Resistant Sapphire,Black,,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Zeitwerk-Striking-Time-44-2mm/145.029.html
,,Fixed,,,40mm ,18kt Rose Gold,Round,13.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/Glashutte-Original-PanoLunar-Tourbillon-1-93-02-05-05-05.html
,,Fixed,,,42mm ,18kt White Gold,Round,13.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/150ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Tourbillon/1-94-03-04-04-04.html
Alligator/Crocodile Leather,,Fixed,,Transparent,44.2mm ,18kt Rose Gold,Round,13.1mm,Tang Buckle,Brown,Power Reserve Indicator,New/Unworn,Scratch Resistant Sapphire,Silver,,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Zeitwerk-Striking-Time-44-2mm/145.032.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,Limited Edition,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.nx.9010.lr.1704.html
,,,,,37.2mm ,Platinum,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/item/Patek-Philippe/Grand-Complications-Perpetual-Calendar/5140p-013.html
,,,,,39mm ,18kt Yellow Gold,Round,10.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Power-Reserve-24-Hour/3657ba%7E12%7E9v6.html
,,Fixed,,,38mm ,18kt White Gold,Round,10.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Blancpain/Villeret-Tourbillon-8-Day-Power-Reserve-/6025-1942-55b.html
,,Fixed,,,38mm ,18kt Rose Gold,Round,10.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Blancpain/Villeret-Tourbillon-8-Day-Power-Reserve-/6025-2942-55b.html
,,Fixed,,,40mm ,Platinum,Round,,,,,,Scratch Resistant Sapphire,Ice Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Day-Date-40mm-Platinum/228396TBR_Ice_Blue_Baguette_Index.html
,,Fixed,,,42mm X 54mm including lugs,18kt Rose Gold,Polygon,14.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,Yes,20m/60ft,https://www.prestigetime.com/item/Audemars-Piguet/Royal-Oak-Offshore-Chronograph-42mm/26067or.zz.d002cr.01.html
,,,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-42mm/6106-103-8%7Ee3.html
,,,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-42mm/6106-103-8%7Ee2.html
,,,,,48mm ,18kt Rose Gold,Round,14.63mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Girard-Perregaux-Constant-Escapement-L-M-48mm-93500-52-731-ba6d.html
,,,,,48mm ,18kt White Gold,Round,14.63mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Girard-Perregaux-Constant-Escapement-L-M-48mm-93500-53-131-ba6c.html
,,Fixed,,,42mm X 54mm including lugs,18kt White Gold,Polygon,14.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,Yes,20m/60ft,https://www.prestigetime.com/item/Audemars-Piguet/Royal-Oak-Offshore-Chronograph-42mm/26067bc.zz.d002cr.01.html
,,,,,42mm ,18kt Rose Gold,Round,13.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Jaeger-LeCoultre/Master-Grande-Tradition-Tourbillon-Cylindrique-Quantieme-Perpetual/5042520.html
,,,,,39mm ,18kt Yellow Gold,Round,10.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Automatic-Power-Reserve/5317ba%7E12%7E9v6.html
,,,,,39mm ,18kt Rose Gold,Round,10.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Automatic-Power-Reserve/5317br%7E12%7E9v6.html
,,,,,42mm ,Platinum,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-42mm/6109-103%7Ee2.html
,,,,,42mm ,18kt Rose Gold,Round,11.65mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-12-Days-Tourbillon-42mm/66240-3631-55b.html
Alligator/Crocodile Leather,,Fixed,,Transparent,40.5mm ,18kt Rose Gold,Round,10.7mm,Tang Buckle,Brown,,New/Unworn,Scratch Resistant Sapphire,White,Limited Edition,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Richard-Lange-Pour-le-Merite-40-5mm/260.032.html
,,,,,42mm ,18kt Rose Gold,Round,12.74mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Carrousel-Moonphase-42mm/6622L-3631-55b.html
Alligator/Crocodile Leather,,Fixed,,Transparent,43mm ,18kt Rose Gold,Round,15.3mm,Tang Buckle,Brown,"Chronograph, Split Second Chronograph aka Rattrapante, Power Reserve Indicator",New/Unworn,Scratch Resistant Sapphire,Silver,,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Double-Split-43-2mm/404.032.html
,,,,,42mm ,18kt Rose Gold,Round,11.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Carrousel-42mm/66228-3642-mmb.html
,,,,,42mm ,18kt White Gold,Round,13.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,50m/150ft,https://www.prestigetime.com/item/Jaeger-LeCoultre/Master-Grande-Tradition-Tourbillon-Cylindrique-Quantieme-Perpetual/5043580.html
,,Fixed,,,46mm ,Platinum,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue Mother of Pearl,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Moonstruck/1069-113.html
,,Uni-Directional Rotating,,,45mm ,18kt Rose Gold,Round,14.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Blancpain/Fifty-Fathoms-Tourbillon-8-Days/5025-3630-52a.html
,,,,,42mm ,Platinum,Round,11.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,Limited Edition,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Carrousel-42mm/66228-3442-55b.html
,,,,,42mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-Erotica-42mm/6116-103-8%7Ep0-p2.html
,,,,,39mm ,Platinum,Round,10.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Automatic-Power-Reserve/5317pt%7E12%7E9v6.html
,,,,,39mm ,Platinum,Round,10.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Power-Reserve-24-Hour/3657pt%7E12%7E9v6.html
,,Uni-Directional Rotating,,,45mm ,18kt Rose Gold,Round,14.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Blancpain/Fifty-Fathoms-Tourbillon-8-Days/5025-3630-52b.html
,,,,,46mm ,18kt Rose Gold,Round,12.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,20m/60ft,https://www.prestigetime.com/Audemars-Piguet-Jules-Audemars-Chronometer-Audemars-Piguet-Escapement-46mm-26153or-oo-d088cr-01.html
,,,,,45.9mm ,18kt Rose Gold,Round,15.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/A-Lange-Sohne/Lange-31-45-9mm/130.032.html
,,Fixed,,,40mm ,Platinum,Square,5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/item/Bulgari/Octo-Finissimo-Tourbillon-40mm/bgo40bpltbxt.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,Limited Edition,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.ox.9010.lr.1704.html
,,,,,42mm ,18kt Rose Gold,Round,13.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,Limited Edition,,,No,50m/150ft,https://www.prestigetime.com/item/Jaeger-LeCoultre/Master-Grande-Tradition-Tourbillon-Cylindrique-Quantieme-Perpetual/5042501.html
,,,,,42mm ,Platinum,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,,Yes,30m/99ft.,https://www.prestigetime.com/item/Ulysse-Nardin/Hourstriker-Erotica-42mm/6119-103%7Ep0-p2.html
,,Uni-Directional Rotating,,,45mm ,18kt White Gold,Round,14.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Blancpain/Fifty-Fathoms-Tourbillon-8-Days/5025-1530-52a.html
,,,,,39mm ,18kt Yellow Gold,Round,10.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Automatic-Power-Reserve/5317ba%7E12%7Eav0.html
Alligator/Crocodile Leather,,Fixed,,Transparent,41mm ,18kt Rose Gold,Round,13.5mm,Tang Buckle,Brown,"Chronograph, Perpetual Calendar, Moonphase",New/Unworn,Scratch Resistant Sapphire,Silver,,,Manual Wind,No,,https://www.prestigetime.com/item/A-Lange-Sohne/Datograph-Perpetual-41mm/410.032.html
Alligator/Crocodile Leather,,Fixed,,Transparent,41mm ,18kt White Gold,Round,13.5mm,Tang Buckle,Brown,"Chronograph, Perpetual Calendar, Moonphase",New/Unworn,Scratch Resistant Sapphire,Grey,,,Manual Wind,No,,https://www.prestigetime.com/A-Lange-Sohne-Datograph-Perpetual-41mm-410-038.html
,,,,,39mm ,18kt Rose Gold,Round,10.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Automatic-Power-Reserve/5317br%7E12%7Erv0.html
,,,,,39mm ,18kt Yellow Gold,Round,10.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Perpetual-Calendar/3757ba%7E1e%7E9v6.html
,,Uni-Directional Rotating,,,45mm ,18kt White Gold,Round,14.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Blancpain/Fifty-Fathoms-Tourbillon-8-Days/5025-1530-52b.html
,,,,,43mm ,18kt White Gold,Round,8.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,,30m/100ft,https://www.prestigetime.com/Blancpain-Villeret-Inverse-Movement-43mm-6616-9400-55b.html
,,Fixed,,,41mm ,Stainless Steel,Polygon,8.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,50m/150ft,https://www.prestigetime.com/Audemars-Piguet-Royal-Oak-Tourbillon-41mm-26510st-oo-1220st-01.html
,,,,,43.5mm ,18kt Rose Gold,Round,13.45mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Blancpain/L-Evolution-Tourbillon-GMT-8-Days/8825-3630-53b.html
,,,,,42mm ,Platinum,Round,11.65mm,,,,New/Unworn,Scratch Resistant Sapphire,White,Limited Edition,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-12-Days-Tourbillon-42mm/66240-3431-55b.html
,,,,,43.5mm ,18kt White Gold,Round,13.45mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Blancpain/L-Evolution-Tourbillon-GMT-8-Days/8825-1530-53b.html
,,,,,42mm ,Platinum,Round,12.74mm,,,,New/Unworn,Scratch Resistant Sapphire,White,Limited Edition,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Carrousel-Moonphase-42mm/6622L-3431-55b.html
,,,,,35.5mm ,Platinum,Round,9.00mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Manual-Wind/3355pt%7E00%7E986.html
,,Fixed,,,41mm ,18kt Rose Gold,Polygon,10.80mm,,,,New/Unworn,Scratch Resistant Sapphire,Diamonds,,,,Yes,50m/165ft,https://www.prestigetime.com/Audemars-Piguet-Royal-Oak-Chronograph-41mm-26322or-zz-1222or-01.html
,,Fixed,,,39mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/99ft,https://www.prestigetime.com/item/Vacheron-Constantin/Traditionnelle-Skeleton-Perpetual-Calendar-39mm/43172%7E000r-9241.html
,,,,,38mm X 43mm (48.24 incl. lugs),18kt Rose Gold,Tonneau,12.73mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/Vacheron-Constantin-Malter-Tourbillon-30130-000r-9754.html
,,,,,39mm ,Platinum,Round,10.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Perpetual-Calendar/3757pt%7E1e%7E9v6.html
,,Fixed,,,42mm ,18kt Rose Gold,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft.,https://www.prestigetime.com/item/Breguet/Marine-Tourbillon-Chronograph/5837br%7E92%7E5zu.html
,,,,,40mm ,Platinum,Round,9.65mm,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Messidor/5335pt%7E42%7E9w6.html
,,Fixed,,,45mm ,18kt Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,Limited Edition,,,No,30m/100ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Tourbillon-45mm/505.ox.0180.lr.1904.html
,,Fixed,,,42mm ,Platinum,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m/330ft.,https://www.prestigetime.com/item/Breguet/Marine-Tourbillon-Chronograph/5837pt%7Eu2%7E5zu.html
,,,,,40mm ,18kt Rose Gold,Round,9.65mm,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-Messidor/5335br%7E42%7Erw0.html
,,,,,45.9mm ,Platinum,Round,15.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Rhodium,,,,No,30m/99ft,https://www.prestigetime.com/item/A-Lange-Sohne/Lange-31-45-9mm/130.025.html
,,Fixed,,,39.5mm ,18kt Rose Gold,Round,11.1mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/A-Lange-Sohne/1815-Tourbillon-Manual-Wind-39-5mm/730.032.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,15.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tradition-Tourbillon-Hand-Wound-41mm/7047br%7Er9%7E9zu.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,15.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tradition-Tourbillon-Hand-Wound-41mm/7047br%7Eg9%7E9zu.html
,,Fixed,,,42mm ,18kt Rose Gold,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft.,https://www.prestigetime.com/item/Breguet/Marine-Tourbillon-Chronograph/5837br%7E92%7Erm0.html
,,,,,36.3mm ,18kt Yellow Gold,Round,8.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Perpetual-Calendar-Equation-of-Time/3477ba%7E1e%7E986.html
,,,,,36.3mm ,18kt Rose Gold,Round,8.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Perpetual-Calendar-Equation-of-Time/3477br%7E1e%7E986.html
,,Fixed,,,41mm ,18kt Rose Gold,Polygon,8.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,50m/150ft,https://www.prestigetime.com/Audemars-Piguet-Royal-Oak-Tourbillon-41mm-26510or-oo-1220or-01.html
,,Fixed,,,39mm ,Platinum,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Skeleton,,,,No,30m/99ft,https://www.prestigetime.com/item/Vacheron-Constantin/Traditionnelle-Skeleton-Perpetual-Calendar-39mm/43172%7E000p-9236.html
,,,,,40.5mm ,18kt White Gold,Round,11.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Breguet/Tourbillon-with-Case-Cover/1801bb%7E12%7E2w6.html
