Band Material,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Ebd44-1pro3t.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Eg791-1pro3t.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Ec906%7E154s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-44mm-a1738811-c906-158s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-150s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-225s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-148s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-229s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-be90-150s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-be90-225s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-150s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-225s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-148s.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-229s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Eg791%7E158s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Eg791%7E227s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-44mm-a1738811-g791-228s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-44mm-a1738811-c906-228s.html
,,,,,37mm ,Stainless Steel,Round,9.27mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,200m/660ft,https://www.prestigetime.com/Nomos-Glashutte-Club-Neomatik-37mm-740.html
,,Fixed,,,40mm ,Stainless Steel,Round,14.50mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,50m/150ft,https://www.prestigetime.com/item/Oris/Chronoris-40mm/01_672_7564_4154-Set.html
,,,,,41.5mm ,Stainless Steel,Round,11.6mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-4810-Automatic-102342.html
,,,,,41.5mm ,Stainless Steel,Round,11.6mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-4810-Automatic-102341.html
,,,,,41.5mm ,Stainless Steel,Round,11.6mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-4810-Automatic-105858.html
,,Fixed,,,38mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,50m/150ft,https://www.prestigetime.com/item/Hermes/Arceau-Quartz-GM-38mm/040112WW00.html
,,Fixed,,,38mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,50m/150ft,https://www.prestigetime.com/item/Hermes/Arceau-Quartz-GM-38mm/040114WW00.html
,,Fixed,,,38mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,50m/150ft,https://www.prestigetime.com/item/Hermes/Arceau-Quartz-GM-38mm/040117WW00.html
,,Fixed,,,38mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Copper,,,,No,50m/150ft,https://www.prestigetime.com/item/Hermes/Arceau-Quartz-GM-38mm/040131WW00.html
,,Fixed,,,40.5mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Oris/Artelier-Skeleton-Diamonds/01_734_7670_4019-07_1_21_73FC.html
,,Fixed,,,40mm ,Stainless Steel & Rose Gold,Round,9mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Baume-Mercier/Classima-Automatic-40mm/10216.html
,,Fixed,,,43mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR-123-Vintage/BRV123-BLU-ST%7ESCR.html
,,,,,38mm ,Stainless Steel,Round,8.86mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Orion-38-Datum-38mm-381.html
,,,,,42mm X 42mm ,Stainless Steel,Square,9.80mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,No,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR03-92-Automatic-42mm/BR03-92_Golden_Heritage.html
,,Fixed,,,47.5mm ,Stainless Steel,Round,16.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Heritage-Avigation/L2.751.4.53.4.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.4.72.6.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.4.73.6.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.4.72.0.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.4.53.6.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.4.53.3.html
,,Fixed,,,38.5mm ,Stainless Steel & Rose Gold,Round,10.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-38mm/L2.763.5.72.7.html
,,Uni-Directional Rotating,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/Heritage-Diver/L2.808.4.52.0.html
,,Uni-Directional Rotating,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-Heritage-Diver-L2-808-4-52-9.html
,,,,,37mm ,Stainless Steel,Round,9.27mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Nomos-Glashutte-Club-Neomatik-37mm-742-Atlantik.html
,,,,,41.5mm ,Stainless Steel,Round,9.68mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,100m/330ft,https://www.prestigetime.com/Nomos-Glashutte-Club-Automat-Datum-771.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Ebd44-2lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Ebd44-1lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Eg791-1lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Eg791-2lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,11.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Automatic-44mm/a1738811%7Ec906-3lt.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-428x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-113x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-431x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-g820-425x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-be90-428x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-be90-431x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-be90-425x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-113x.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Colt-Automatic-41mm-a1731311-c934-425x.html
,,,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR-123-Vintage/BRV_123_Officer_Silver.html
,,,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR-123-Vintage/BRV_123_Officer_Black.html
,,Fixed,,,45mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,,50m/166ft.,https://www.prestigetime.com/item/Bell-Ross/Vintage-WW1/WW1-92_Military.html
,,,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR-123-Vintage/BRV_123_Officer_Black_Bracelet.html
,,,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR-123-Vintage/BRV_123_Officer_Silver_Bracelet.html
,,Fixed,,,40mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/160ft,https://www.prestigetime.com/Ebel-Sport-Quartz-40mm-1216175.html
,,,,,39mm X 39mm ,Ceramic,Square,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,100m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Quartz-39mm/BRS-BL-CES%7ESCE.html
,,,,,39mm X 39mm ,Ceramic,Square,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,,,No,100m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Quartz-39mm/BRS-WH-CES%7ESCE.html
,,,,,39mm X 39mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Automatic-39mm/BRS92-SI-ST%7ESCR.html
,,,,,39mm X 39mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Ruthenium,,,,No,50m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Automatic-39mm/BRS92-RU-ST%7ESCR.html
,,,,,39mm X 39mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Automatic-39mm/BRS92-BL-ST.html
,,,,,39mm X 39mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Automatic-39mm/BRS92-G-HE-ST.html
,,Fixed,,,34.9mm X 40mm ,Stainless Steel,Tonneau,12.80mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Evidenza-Large/L2.643.4.73.4.html
,,Fixed,,,37mm X 50mm ,Stainless Steel,Rectangle,13.45mm,,,,New/Unworn,Scratch Resistant Sapphire,Black & Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Raymond-Weil/Don-Giovanni-Cosi-Grande/4878-stc-00268.html
,,Fixed,,,37mm X 50mm ,Stainless Steel,Rectangle,13.45mm,,,,New/Unworn,Scratch Resistant Sapphire,Black & Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Raymond-Weil/Don-Giovanni-Cosi-Grande/4878-st-00268.html
,,Fixed,,,39mm ,Stainless Steel & Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Carrera-Caliber-5/war215b.fc6181.html
,,Uni-Directional Rotating,,,43mm ,Stainless Steel,Round,15mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Automatic-Chronograph/cay211a.fc6361.html
,,Fixed,,,42mm ,Stainless Steel,Round,13mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m,https://www.prestigetime.com/item/Oris/Artix-Complication/01_915_7643_4031-07_8_21_80.html
,,Fixed,,,42mm ,Stainless Steel,Round,13mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m,https://www.prestigetime.com/item/Oris/Artix-Complication/01_915_7643_4034-07_8_21_80.html
,,Fixed,,,40mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Master-Complications/L2.673.4.78.3.html
,,Fixed,,,40mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Master-Complications/L2.673.4.78.6.html
,,Fixed,,,40mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Master-Complications/L2.673.4.51.3.html
,,,,,44mm ,Stainless Steel,Round,16.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Longines/Master-Retrograde-Seconds-44mm/L2.717.4.71.3.html
,,Fixed,,,38.5mm ,Stainless Steel & Yellow Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.628.5.57.7.html
,,Fixed,,,38.5mm ,Stainless Steel & Yellow Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.628.5.77.7.html
,,Fixed,,,38.5mm ,Stainless Steel & Yellow Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Gold,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.628.5.37.7.html
,,Fixed,,,38.5mm ,Stainless Steel & Rose Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.628.5.97.7.html
,,Fixed,,,38.5mm ,Stainless Steel & Rose Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.628.5.59.7.html
,,Uni-Directional Rotating,,,42mm ,Titanium,Round,10.40mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Aerospace-Avantage/e7936210%7Eg682-1rd.html
,,Fixed,,,42mm ,Stainless Steel,Round,14.50mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/item/Longines/Conquest-Classic-Chronograph-Moonphase-42mm/l2.798.4.52.3.html
,,Fixed,,,42mm ,Stainless Steel,Round,14.50mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Longines/Conquest-Classic-Chronograph-Moonphase-42mm/l2.798.4.72.3.html
,,,,,37mm ,18kt Rose Gold,Round,8.4mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/100ft,https://www.prestigetime.com/item/Longines/Elegant-Automatic-37mm/L4.787.8.11.0.html
,,Fixed,,,39mm ,Stainless Steel,Round,8.90mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Classique-Automatic-39mm-107073.html
,,,,,38.5mm ,Stainless Steel & Yellow Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.755.5.78.7.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-TimeWalker-Urban-Speed-Date-Automatic-42mm-113850.html
,,Fixed,,,34.9mm X 40mm ,Stainless Steel,Tonneau,12.80mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Evidenza-Large/L2.643.4.73.6.html
,,Fixed,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Chronograph-44mm/01_774_7699_4134-07_8_22_19.html
,,Uni-Directional Rotating,,,49mm ,Titanium,Round,15.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,1000m/328ft,https://www.prestigetime.com/item/Oris/ProDiver-Pointer-Moon-49mm/01_761_7682_7154-Set_Northern_Hemisphere.html
,,Uni-Directional Rotating,,,49mm ,Titanium,Round,15.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,1000m/328ft,https://www.prestigetime.com/item/Oris/ProDiver-Pointer-Moon-49mm/01_761_7682_7134-Set_Southern_Hemisphere.html
,,,,,44mm ,Stainless Steel,Round,10.95mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-1858-Collection-112639.html
,,,,,37mm ,Stainless Steel,Round,9.27mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Nomos-Glashutte-Club-Neomatik-37mm-741.html
,,,,,37mm ,Stainless Steel,Round,9.27mm,,,,New/Unworn,Scratch Resistant Sapphire,Red,,,,Yes,200m/660ft,https://www.prestigetime.com/Nomos-Glashutte-Club-Neomatik-37mm-743-Signalrot.html
,,Fixed,,,42mm ,Stainless Steel & Rose Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-GMT-42mm/L2.799.5.76.3.html
,,Fixed,,,42mm ,Stainless Steel & Rose Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-GMT-42mm/L2.799.5.56.3.html
,,Fixed,,,39mm ,Stainless Steel,Round,8.90mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Classique-Date-Automatic-39mm-110717.html
,,Fixed,,,33mm X 33mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Large-TGM-044344ww00.html
,,Fixed,,,33mm X 33mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Large-TGM-044347ww00.html
,,Fixed,,,33mm X 33mm ,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Large-TGM-044350ww00.html
,,,,,40mm ,Stainless Steel,Round,8.4mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Ludwig-Automatik-40mm-251.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m,https://www.prestigetime.com/item/Maurice-Lacroix/Les-Classiques-Chronograph-Day-Date-Phase-de-Lune/lc6078-ss002-33e.html
